Series,Part Number,Name,Subcategory,Images,Comments
Stream,2073NPU,"Armless Tilter, Upholstered Seat & Polypropylene Back",Task Seating,FALSE,
Stream,2073NUU,"Armless Tilter, Upholstered Seat & Back",Task Seating,FALSE,
Stream,2074APP,"Height Adjustable Task Stool, Polypropylene Seat & Back",Stools,FALSE,
Stream,2074APU,"Height Adjustable Task Stool, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Stream,2074AUU,"Height Adjustable Task Stool, Upholstered Seat & Back",Stools,FALSE,
Stream,2074NPP,"Armless Height Adjustable Task Stool, Polypropylene Seat & Back",Armless Stools ,FALSE,
Stream,2074NPU,"Armless Height Adjustable Task Stool, Upholstered Seat & Polypropylene Back",Armless Stools ,FALSE,
Stream,2074NUU,"Armless Height Adjustable Task Stool, Upholstered Seat & Back",Armless Stools ,FALSE,
Stream,2075APP,"Armchair, Polypropylene Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075APU,"Armchair, Upholstered Seat & Polypropylene Back",Four-Legged Chairs,FALSE,
Stream,2075AUU,"Armchair, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075NPP,"Armless Chair, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075NPU,"Armless Chair, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Stream,2075NUU,"Armless Chair, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075APPT,"Armchair with Tablet, Polypropylene Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075APUT,"Armchair with Tablet, Upholstered Seat & Polypropylene Back",Four-Legged Chairs,FALSE,
Stream,2075AUUT,"Armchair with Tablet, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075NPPT,"Armless Chair with Tablet, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075NPUT,"Armless Chair with Tablet, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Stream,2075NUUT,"Armless Chair with Tablet, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075BRAPP,"Armchair with Backpack Rack, Polypropylene Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075BRAPU,"Armchair with Backpack Rack, Upholstered Seat & Polypropylene Back",Four-Legged Chairs,FALSE,
Stream,2075BRAUU,"Armchair with Backpack Rack, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075BRNPP,"Armless Chair with Backpack Rack, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075BRNPU,"Armless Chair with Backpack Rack, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Stream,2075BRNUU,"Armless Chair with Backpack Rack, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075BRAPPT,"Armchair with Backpack Rack and Tablet, Polypropylene Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075BRAPUT,"Armchair with Backpack Rack and Tablet, Upholstered Seat & Polypropylene Back",Four-Legged Chairs,FALSE,
Stream,2075BRAUUT,"Armchair with Backpack Rack and Tablet, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Stream,2075BRNPPT,"Armless Chair with Backpack Rack and Tablet, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2075BRNPUT,"Armless Chair with Backpack Rack and Tablet, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Stream,2075BRNUUT,"Armless Chair with Backpack Rack and Tablet, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Stream,2076APP,"Armchair with Sled Base, Polypropylene Seat & Back",Sled Base,FALSE,
Stream,2076APU,"Armchair with Sled Base, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Stream,2076AUU,"Armchair with Sled Base, Upholstered Seat & Back",Sled Base,FALSE,
Stream,2076NPP,"Armless Chair with Sled Base, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Stream,2076NPU,"Armless Chair with Sled Base, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Stream,2076NUU,"Armless Chair with Sled Base, Upholstered Seat & Back",Armless Sled Base,FALSE,
Stream,2076APPT,"Armchair with Sled Base and Tablet, Polypropylene Seat & Back",Sled Base,FALSE,
Stream,2076APUT,"Armchair with Sled Base and Tablet, Upholstered Seat & Polypropylene Back",Sled Base,FALSE,
Stream,2076AUUT,"Armchair with Sled Base and Tablet, Upholstered Seat & Back",Sled Base,FALSE,
Stream,2076NPPT,"Armless Chair with Sled Base and Tablet, Polypropylene Seat & Back",Armless Sled Base,FALSE,
Stream,2076NPUT,"Armless Chair with Sled Base and Tablet, Upholstered Seat & Polypropylene Back",Armless Sled Base,FALSE,
Stream,2076NUUT,"Armless Chair with Sled Base and Tablet, Upholstered Seat & Back",Armless Sled Base,FALSE,
Stream,2073APPPB,"Tilter, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Stream,2073APUPB,"Tilter, Upholstered Seat & Polypropylene Back, Pedestal Base",Pedestal Base,FALSE,
Stream,2073AUUPB,"Tilter, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Stream,2073NPPPB,"Armless Tilter, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Stream,2073NPUPB,"Armless Tilter, Upholstered Seat & Polypropylene Back, Pedestal Base",Armless Pedestal Base,FALSE,
Stream,2073NUUPB,"Armless Tilter, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Stream,2074APPPB,"Task, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Stream,2074APUPB,"Task, Upholstered Seat & Polypropylene Back, Pedestal Base",Pedestal Base,FALSE,
Stream,2074AUUPB,"Task, Upholstered Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Stream,2074NPPPB,"Armless Task, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Stream,2074NPUPB,"Armless Task, Upholstered Seat & Polypropylene Back, Pedestal Base",Armless Pedestal Base,FALSE,
Stream,2074NUUPB,"Armless Task, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Stream,2075BSAPP,"Bar Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Stream,2075BSAPU,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Stream,2075BSAUU,"Bar Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Stream,2075BSNPP,"Armless Bar Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Stream,2075BSNPU,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Stream,2075BSNUU,"Armless Bar Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Stream,2075CSAPP,"Counter Stool with Arms, Polypropylene Seat & Back",Stools,FALSE,
Stream,2075CSAPU,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",Stools,FALSE,
Stream,2075CSAUU,"Counter Stool with Arms, Upholstered Seat & Back",Stools,FALSE,
Stream,2075CSNPP,"Armless Counter Stool, Polypropylene Seat & Back",Armless Stools,FALSE,
Stream,2075CSNPU,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",Armless Stools,FALSE,
Stream,2074NUU,"Armless Height Adjustable Task Stool, Upholstered Seat & Back",Armless Stools,FALSE,
Spritz,6761-4,Tilter ,Task Seating,FALSE,
Spritz,6761-8,Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Spritz,6762-6,Task ,Task Seating,FALSE,
Spritz,6763-6,Armless Task,Armless Task Seating,FALSE,
Spritz,6764,"Armless Flip Seat Nesting Chair, Glides",Armless Four-Legged Chairs,FALSE,
Spritz,6764C,"Armless Flip Seat Nesting Chair, Casters",Armless Four-Legged Chairs,FALSE,
Spritz,6764FC,"Armless Flip Seat Nesting Chair, Front Casters",Armless Four-Legged Chairs,FALSE,
Spritz,6765,"Flip Seat Nesting Armchair, Glides",Four-Legged Chairs,FALSE,
Spritz,6765C,"Flip Seat Nesting Armchair, Casters",Four-Legged Chairs,FALSE,
Spritz,6765FC,"Flip Seat Nesting Armchair, Front Casters",Four-Legged Chairs,FALSE,
Spritz,6766-4,Tilter with Adjustable Headrest,Task Seating,FALSE,
Spritz,6766-8,Weight Sensing Synchro-Tilter with Adjustable Headrest,Task Seating,FALSE,
Spritz,6767-6,Armless Height Adjustable Stool,Armless Stools,FALSE,
Spritz,6768-6,Height Adjustable Stool,Stools,FALSE,
Spritz,6762-6PB,"Task Chair, Pedestal Base",Pedestal Base,FALSE,
Spritz,6763-6PB,"Armless Task Chair, Pedestal Base",Armless Pedestal Base,FALSE,
G20,6007,High Back Synchro-Tilter Mesh Chair,Task Seating,FALSE,
ObusForme,4430,"High Back Multi-Tilter, Lumbar Pad/Headrest",Task Seating,FALSE,
ObusForme,4432,Medium Back Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1251-0,Extended High Back Wide & Deep Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1251-3,Extended High Back Wide & Deep Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1251-8,Extended High Back Wide & Deep Weight Sensing Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1252-0,High Back Wide & Deep Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1252-3,High Back Wide & Deep Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1252-8,High Back Wide & Deep Weight Sensing Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1253-0,Medium Back Wide & Deep Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1253-3,Medium Back Wide & Deep Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1253-8,Medium Back Wide and Deep Weight Sensing Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1254-0,Extended Wide High Back Standard Depth Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1254-3,Extended Wide High Back Standard Depth Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1254-8,Extended Wide High Back Standard Depth Weight Sensing Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1255-0,High Back Wide Standard Depth Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1255-3,High Back Wide Standard Depth Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1255-8,High Back Wide Standard Depth Weight Sensing Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1256-0,Medium Back Wide Standard Depth Synchro-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1256-3,Medium Back Wide Standard Depth Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort XL,1256-8,Medium Back Wide Standard Depth Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Loover,2660-0,Extended High Back Synchro-Tilter,Task Seating,FALSE,
Loover,2660-3,Extended High Back Multi-Tilter,Task Seating,FALSE,
Loover,2660-4,Extended High Back Tilter,Task Seating,FALSE,
Loover,2660-8,Extended High Back Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Loover,2661-0,High Back Synchro-Tilter,Task Seating,FALSE,
Loover,2661-3,High Back Multi-Tilter,Task Seating,FALSE,
Loover,2661-4,High Back Tilter,Task Seating,FALSE,
Loover,2661-8,High Back Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Loover,2662-0,Medium Back Synchro-Tilter,Task Seating,FALSE,
Loover,2662-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Loover,2662-4,Medium Back Tilter,Task Seating,FALSE,
Loover,2662-8,Medium Back Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Loover,2663-6,Medium Back Height Adjustable Stool,Stools,FALSE,
Granada,3212,Low Back Multi-Tilter,Task Seating,FALSE,
Granada,3217,High Back Multi-Tilter,Task Seating,FALSE,
Granada,3254,"Low Back Task, Armless",Task Seating,FALSE,
Granada,3255,Low Back Task,Task Seating,FALSE,
Aspen,2850-3,"Extended Back Multi-Tilter, Headrest",Task Seating,FALSE,
Aspen,2851-3,High Back Multi-Tilter,Task Seating,FALSE,
Aspen,2852-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Score,2312,"Low Back Task, Armless",Task Seating,FALSE,
Score,2314,Low Back Task,Task Seating,FALSE,
Score,2315,"Low Back Posture Task, Armless",Task Seating,FALSE,
ObusForme Comfort,1240-3,Comfort High Back Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort,1241-2,Medium Back Knee-Tilter ,Task Seating,FALSE,
ObusForme Comfort,1241-3,Medium Back Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort,1260-3,"High Back Multi-Tilter, Schukra",Task Seating,FALSE,
ObusForme Comfort,1261-3,"Medium Back Multi-Tilter, Schukra",Task Seating,FALSE,
ObusForme Comfort,1246,"Armless Chair, Sled Base",Guest Seating,FALSE,
ObusForme Comfort,1247,"Armchair, Sled Base",Guest Seating,FALSE,
ObusForme Comfort,TS1240-3,High Back Heavy Duty Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort,TS1241-3,Medium Back Heavy Duty Multi-Tilter,Task Seating,FALSE,
ObusForme Comfort,TS1260-3,"High Back Heavy Duty Multi-Tilter, Schukra",Task Seating,FALSE,
ObusForme Comfort,TS1261-3,"Medium Back Heavy Duty Multi-Tilter, Schukra",Task Seating,FALSE,
Granada Deluxe,1170-3,High Back Multi-Tilter,Task Seating,FALSE,
Granada Deluxe,1171-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Granada Deluxe,TS1170-3,High Back Heavy Duty Multi-Tilter,Task Seating,FALSE,
Granada Deluxe,TS1171-3,Medium Back Heavy Duty Multi-Tilter,Task Seating,FALSE,
Triumph,3650-3,High Back Multi-Tilter,Task Seating,FALSE,
Triumph,3650-8,High Back Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Triumph,3651-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Triumph,3651-8,Medium Back Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Malaga,3140-3,High Back Multi-Tilter,Task Seating,FALSE,
Malaga,3141-3,Low Back Multi-Tilter,Task Seating,FALSE,
Malaga,TS3140-3,High Back Heavy Duty Multi-Tilter,Heavy Duty + 24HR Seating,FALSE,
Malaga,TS3141-3,Low Back Heavy Duty Multi-Tilter,Heavy Duty + 24HR Seating,FALSE,
Aurora,1220-3,High Back Multi-Tilter,Task Seating,FALSE,
Aurora,1221-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Tye,1950-3,High Back Multi-Tilter,Task Seating,FALSE,
Tye,1950-4,High Back Tilter,Task Seating,FALSE,
Tye,1951-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Tye,1951-4,Medium Back Tilter,Task Seating,FALSE,
Tye,1952-6,Low Back Task,Task Seating,FALSE,
Echo,3670-3,High Back Multi-Tilter,Task Seating,FALSE,
Echo,3671-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Yorkdale,2340-3,High Back Multi-Tilter,Task Seating,FALSE,
Yorkdale,2341-3,Low Back Multi-Tilter,Task Seating,FALSE,
Yorkdale,2341-6,Low Back Task Chair,Task Seating,FALSE,
Supra X,5333-3,High Back Multi-Tilter,Task Seating,FALSE,
Supra X,5336-1,Medium Back Synchro-Tilter ,Task Seating,FALSE,
Supra X,5336-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Supra X,5337-6,"Medium Back Task, Armless",Task Seating,FALSE,
Supra X,5338-6,Medium Back Height Adjustable Stool,Stools,FALSE,
Supra X,5339-6,"Medium Back Height Adjustable Stool, Armless",Armless Stools,FALSE,
Truform,5450-3,High Back Multi-Tilter,Task Seating,FALSE,
Truform,5450-4,High Back Tilter,Task Seating,FALSE,
Truform,5450-8,High Back Weight Sensing Synchro-Tilter,Task Seating,FALSE,
Truform,5451-0,Medium Back Synchro-Tilter,Task Seating,FALSE,
Truform,5451-3,Medium Back Multi-Tilter,Task Seating,FALSE,
Truform,5451-4,Medium Back Tilter,Task Seating,FALSE,
Lite,5451-4,Armless Chair,Armless Chairs ,FALSE,
Lite,5940C,"Chair with Casters, Armless",Armless Chairs ,FALSE,
Lite,5941,"Armchair, Cantilever Arms",Armchairs,FALSE,
Lite,5941C,"Armchair, Cantilever Arms & Casters",Armchairs,FALSE,
Lite,5942,"Armchair, Loop Arms",Armchairs,FALSE,
Lite,5942C,"Armchair, Loop Arms & Casters ",Armchairs,FALSE,
Lite,5943,"Armless Chair, Cantilever Frame",Armless Sled Base,FALSE,
Lite,5944,"Armchair, Cantilever Arms & Frame",Sled Base,FALSE,
Lite,5945,"Armchair, Loop Arms & Cantilever Frame",Sled Base,FALSE,
Lite,5950,Armless Upholstered Chair,Armless Chairs,FALSE,
Lite,5950C,"Armless Upholstered Chair, Casters",Armless Chairs,FALSE,
Lite,5951,"Upholstered Armchair, Cantilever Arm",Armchairs,FALSE,
Lite,5951C,"Upholstered Armchair, Cantilever Arms & Casters",Armchairs,FALSE,
Lite,5952,"Upholstered Armchair, Loop Arms",Armchairs,FALSE,
Lite,5952C,"Upholstered Armchair, Loop Arms & Casters",Armchairs,FALSE,
Lite,5953,"Armless Upholstered Chair, Cantilever Frame",Armless Sled Base,FALSE,
Lite,5954,"Upholstered Armchair, Cantilever Arms & Frame",Sled Base,FALSE,
Lite,5955,"Upholstered Armchair, Loop Arms & Cantilever Frame",Sled Base,FALSE,
Sonic,6537,"Armless Task Chair, Polypropylene Seat & Back",Armless Task Seating,FALSE,
Sonic,6537MB,"Armless Task Chair, Polypropylene Seat & Mesh Back",Armless Task Seating,FALSE,
Sonic,6538,"Armless Task Chair, Upholstered Seat & Polypropylene Back",Armless Task Seating,FALSE,
Sonic,6538MB,"Armless Task Chair, Upholstered Seat & Mesh Back",Armless Task Seating,FALSE,
Sonic,6539,"Armless Task Chair, Upholstered Seat & Back",Armless Task Seating,FALSE,
Sonic,6567,"Task Chair, Polypropylene Seat & Back",Task Seating,FALSE,
Sonic,6567MB,"Task Chair, Polypropylene Seat & Mesh Back",Task Seating,FALSE,
Sonic,6568,"Task Chair, Upholstered Seat & Polypropylene Back",Task Seating,FALSE,
Sonic,6568MB,"Task Chair, Upholstered Seat & Mesh Back",Task Seating,FALSE,
Sonic,6569,"Task Chair, Upholstered Seat & Back",Task Seating,FALSE,
Sonic,6508,"Armless Chair, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Sonic,6508WS,"Armless Chair, Polypropylene Seat & Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6508MB,"Armless Chair, Polypropylene Seat & Mesh Back",Armless Four-Legged Chairs,FALSE,
Sonic,6508WSMB,"Armless Chair, Polypropylene Seat & Mesh Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6508TL,"Armless Chair with Left Tablet, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Sonic,6508TLWS,"Armless Chair with Left Tablet, Polypropylene Seat & Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6508TR,"Armless Chair with Right Tablet, Polypropylene Seat & Back",Armless Four-Legged Chairs,FALSE,
Sonic,6508TRWS,"Armless Chair with Right Tablet, Polypropylene Seat & Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6508TLMB,"Armless Chair with Left Tablet, Polypropylene Seat & Mesh Back",Armless Four-Legged Chairs,FALSE,
Sonic,6508TLWSMB,"Armless Chair with Left Tablet, Polypropylene Seat & Mesh Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6508TRMB,"Armless Chair with Right Tablet, Polypropylene Seat & Mesh Back",Armless Four-Legged Chairs,FALSE,
Sonic,6508TRWSMB,"Armless Chair with Right Tablet, Polypropylene Seat & Mesh Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6509,"Armless Chair, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Sonic,6509WS,"Armless Chair, Upholstered Seat & Polypropylene Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6509MB,"Armless Chair, Upholstered Seat & Mesh Back",Armless Four-Legged Chairs,FALSE,
Sonic,6509WSMB,"Armless Chair, Upholstered Seat & Mesh Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6509TL,"Armless Chair with Left Tablet, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Sonic,6509TLWS,"Armless Chair with Left Tablet, Upholstered Seat & Polypropylene Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6509TR,"Armless Chair with Right Tablet, Upholstered Seat & Polypropylene Back",Armless Four-Legged Chairs,FALSE,
Sonic,6509TRWS,"Armless Chair with Right Tablet, Upholstered Seat & Polypropylene Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6509TLMB,"Armless Chair with Left Tablet, Upholstered Seat & Mesh Back ",Armless Four-Legged Chairs,FALSE,
Sonic,6509TLWSMB,"Armless Chair with Left Tablet, Upholstered Seat & Mesh Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6509TRMB,"Armless Chair with Right Tablet, Upholstered Seat & Mesh Back",Armless Four-Legged Chairs,FALSE,
Sonic,6509TRWSMB,"Armless Chair with Right Tablet, Upholstered Seat & Mesh Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6511,"Armless Chair, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Sonic,6511WS,"Armless Chair, Upholstered Seat & Back, Wall Saver Frame",Armless Four-Legged Chairs,FALSE,
Sonic,6511TL,"Armless Chair with Left Tablet, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Sonic,6511TR,"Armless Chair with Right Tablet, Upholstered Seat & Back",Armless Four-Legged Chairs,FALSE,
Sonic,6513,"Armchair, Polypropylene Seat & Back",Four-Legged Chairs,FALSE,
Sonic,6513WS,"Armchair, Polypropylene Seat & Back, Wall Saver Frame",Four-Legged Chairs,FALSE,
Sonic,6513MB,"Armchair, Polypropylene Seat & Mesh Back",Four-Legged Chairs,FALSE,
Sonic,6513WSMB,"Armchair, Polypropylene Seat & Mesh Back, Wall Saver Frame",Four-Legged Chairs,FALSE,
Sonic,6514,"Armchair, Upholstered Seat & Polypropylene Back",Four-Legged Chairs,FALSE,
Sonic,6514WS,"Armchair, Upholstered Seat & Polypropylene Back, Wall Saver Frame",Four-Legged Chairs,FALSE,
Sonic,6514MB,"Armchair, Upholstered Seat & Mesh Back",Four-Legged Chairs,FALSE,
Sonic,6514WSMB,"Armchair, Upholstered Seat & Mesh Back, Wall Saver Frame",Four-Legged Chairs,FALSE,
Sonic,6515,"Armchair, Upholstered Seat & Back",Four-Legged Chairs,FALSE,
Sonic,6515WS,"Armchair, Upholstered Seat & Back, Wall Saver Frame",Four-Legged Chairs,FALSE,
Sonic,6573,"Armchair, Polypropylene Seat & Back, Casters",Four-Legged Chairs,FALSE,
Sonic,6573MB,"Armchair, Polypropylene Seat & Mesh Back, Casters",Four-Legged Chairs,FALSE,
Sonic,6574,"Armchair, Upholstered Seat & Polypropylene Back, Casters",Four-Legged Chairs,FALSE,
Sonic,6574MB,"Armchair, Upholstered Seat & Mesh Back, Casters",Four-Legged Chairs,FALSE,
Sonic,6575,"Armchair, Upholstered Seat & Back, Casters",Four-Legged Chairs,FALSE,
Sonic,6577,"Armless Chair, Polypropylene Seat & Back, Casters",Four-Legged Chairs,FALSE,
Sonic,6577MB,"Armless Chair, Polypropylene Seat & Mesh Back, Casters",Armless Four-Legged Chairs,FALSE,
Sonic,6578,"Armless Chair, Upholstered Seat & Polypropylene Back, Casters",Armless Four-Legged Chairs,FALSE,
Sonic,6578MB,"Armless Chair, Upholstered Seat & Mesh Back, Casters",Armless Four-Legged Chairs,FALSE,
Sonic,6579,"Armless Chair, Upholstered Seat & Back, Casters",Armless Four-Legged Chairs,FALSE,
Sonic,6518,"Armless Chair, Polypropylene Seat & Back, Sled Base",Armless Sled Base,FALSE,
Sonic,6518WS,"Armless Chair, Polypropylene Seat & Back, Wall Saver Sled Base",Armless Sled Base,FALSE,
Sonic,6518MB,"Armless Chair, Polypropylene Seat & Mesh Back, Sled Base",Armless Sled Base,FALSE,
Sonic,6518WSMB,"Armless Chair, Polypropylene Seat & Mesh Back, Wall Saver Sled Base",Armless Sled Base,FALSE,
Sonic,6519,"Armless Chair, Upholstered Seat & Polypropylene Back, Sled Base",Armless Sled Base,FALSE,
Sonic,6519WS,"Armless Chair, Upholstered Seat & Polypropylene Back, Wall Saver Sled Base",Armless Sled Base,FALSE,
Sonic,6519MB,"Armless Chair, Upholstered Seat & Mesh Back, Sled Base",Armless Sled Base,FALSE,
Sonic,6519WSMB,"Armless Chair, Upholstered Seat & Mesh Back, Wall Saver Sled Base",Armless Sled Base,FALSE,
Sonic,6521,"Armless Chair, Upholstered Seat & Back, Sled Base",Armless Sled Base,FALSE,
Sonic,6521WS,"Armless Chair, Upholstered Seat & Back, Wall Saver Sled Base",Armless Sled Base,FALSE,
Sonic,6523,"Armchair, Polypropylene Seat & Back, Sled Base",Sled Base,FALSE,
Sonic,6523WS,"Armchair, Polypropylene Seat & Back, Wall Saver Sled Base",Sled Base,FALSE,
Sonic,6523MB,"Armchair, Polypropylene Seat & Mesh Back, Sled Base",Sled Base,FALSE,
Sonic,6523WSMB,"Armchair, Polypropylene Seat & Mesh Back, Wall Saver Sled Base",Sled Base,FALSE,
Sonic,6524,"Armchair, Upholstered Seat & Polypropylene Back, Sled Base",Sled Base,FALSE,
Sonic,6524WS,"Armchair, Upholstered Seat & Polypropylene Back, Wall Saver Sled Base",Sled Base,FALSE,
Sonic,6524MB,"Armchair, Upholstered Seat & Mesh Back, Sled Base",Sled Base,FALSE,
Sonic,6524WSMB,"Armchair, Upholstered Seat & Mesh Back, Wall Saver Sled Base",Sled Base,FALSE,
Sonic,6525,"Armchair, Upholstered Seat & Back, Sled Base",Sled Base,FALSE,
Sonic,6525WS,"Armchair, Upholstered Seat & Back, Wall Saver Sled Base",Sled Base,FALSE,
Sonic,6537PB,"Armless Task Chair, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6537TLPB,"Armless Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6537TRPB,"Armless Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6537MBPB,"Armless Task Chair, Polypropylene Seat & Mesh Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6537MBTLPB,"Armless Task Chair with Left Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6537MBTRPB,"Armless Task Chair with Right Tablet, Polypropylene Seat & Mesh Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6539PB,"Armless Task Chair, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6539TLPB,"Armless Task Chair with Left Tablet, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6539TRPB,"Armless Task Chair with Right Tablet, Upholstered Seat & Back, Pedestal Base",Armless Pedestal Base,FALSE,
Sonic,6567PB,"Task Chair, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6567TLPB,"Task Chair with Left Tablet, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
Sonic,6567TRPB,"Task Chair with Right Tablet, Polypropylene Seat & Back, Pedestal Base",Pedestal Base,FALSE,
